restaurant_id,restaurant_name,market,city,city_size,cuisine_type,is_chain,acquisition_channel,signup_date
R-0570,Vegetarian Birmingham 0570,UK,BIRMINGHAM,Metro,Vegetarian,0,Inbound,06/01/2025
R-0571,Vegetarian Frankfurt 0571,DE,Frankfurt,Mid,Vegetarian,1,Partner,31/08/2026
R-0572,Nordic Cologne 0572,DE,Cologne,Metro,Nordic,0,Paid search,2025-10-19
R-0573,Sushi London 0573,uk,London,Metro,Sushi,0,Inbound,26/05/2026
R-0574,Burger Copenhagen 0574,DK,Copenhagen,Small,Burger,0,Paid search,2026-07-23
R-0575,Burger Stockholm 0575,SE,Stockholm,Metro,Burger,0,Inbound,2025-03-31
R-0576,Thai Aalborg 0576,DK,  Aalborg ,Metro,Thai,0,Direct sales,2025-10-29
R-0577,Pizza Esbjerg 0577,DK,Esbjerg,Small,Pizza,0,Referral,18/09/2025
R-0578,Kebab Esbjerg 0578,DK,  Esbjerg ,Metro,Kebab,0,Inbound,2026-02-17
R-0579,Burger London 0579,UK,London,Small,Burger,0,Inbound,18/01/2025
R-0580,Thai Copenhagen 0580,DK,  Copenhagen ,Mid,Thai,0,Referral,2025-07-14
R-0581,Sushi Stockholm 0581,SE,Stockholm,Metro,Sushi,0,Inbound,2025-11-06
R-0582,Indian London 0582,UK,London,Mid,Indian,0,Partner,2026-06-07
R-0583,Burger Frankfurt 0583,de,Frankfurt,Metro,Burger,0,Inbound,21/08/2026
R-0584,Pizza Bristol 0584,UK,Bristol,Metro,Pizza,0,Partner,24/06/2026
R-0585,Thai London 0585,United Kingdom,LONDON,Metro,Thai,0,Direct sales,30/08/2025
R-0586,Kebab Copenhagen 0586,DK,Copenhagen,Small,Kebab,0,Paid search,2025-01-06
R-0587,Burger Aalborg 0587,DK,Aalborg,Small,Burger,0,Paid search,2026-05-03
R-0588,Burger Uppsala 0588,SE,  Uppsala ,Small,Burger,0,Direct sales,2026-02-26
R-0589,Kebab Bristol 0589,UK,Bristol,Metro,Kebab,0,Direct sales,2025-03-20
R-0590,Pizza Stavanger 0590,NO,Stavanger,Mid,Pizza,1,Referral,2026-02-18
R-0591,Thai Bergen 0591,NO,Bergen,Metro,Thai,0,Partner,2026-08-08
R-0592,Pizza London 0592,UK,London,Metro,Pizza,0,Partner,2026-03-04
R-0593,Pizza Copenhagen 0593,DK,Copenhagen,Mid,Pizza,0,Direct sales,2026-04-19
R-0594,Sushi Hamburg 0594,DE,Hamburg,Mid,Sushi,0,Paid search,2025-04-26
R-0595,Burger Aarhus 0595,DK,  Aarhus ,Metro,Burger,0,Inbound,2025-12-22
R-0596,Pizza Bristol 0596,UK,Bristol,Mid,Pizza,0,Direct sales,2026-05-23
R-0597,Kebab Manchester 0597,UK,Manchester,Small,N/A,0,Paid search,2025-08-01
R-0598,Pizza Stavanger 0598,NO,Stavanger,Mid,Pizza,0,Paid search,2026-06-25
R-0599,Nordic Uppsala 0599,SE,  Uppsala ,Small,Nordic,0,Inbound,31/08/2026
R-0600,Pizza Uppsala 0600,SE,Uppsala,Metro,Pizza,0,Inbound,2026-06-09
R-0111,Burger Bristol 0111,UK,Bristol,Metro,Burger,0,Direct sales,2025-05-23
R-0420,Burger Odense 0420,Denmark,Odense,Metro,Burger,0,Inbound,2025-02-21
R-0566,Kebab Berlin 0566,Germany,Berlin,Metro,Kebab,1,Partner,2025-11-15
R-0078,Pizza Aarhus 0078,DK,Aarhus,Metro,unknown,0,Paid search,2026-02-11
R-0182,Pizza Malmo 0182,SE,MALMO,Mid,Pizza,1,Inbound,01/02/2026
R-0285,Chinese Oslo 0285,NO,OSLO,Metro,Chinese,0,Paid search,2026-04-20
