ticket_id,restaurant_id,ticket_date,category,resolution_hours,satisfaction_score
T-001019,R-0348,2026-08-08,Billing,7.1,4
T-001020,R-0349,2026-05-23,Menu,11.0,2
T-001021,R-0349,2026-07-13,Onboarding,6.4,5
T-001022,R-0350,2025-03-14,Payments,3.6,5
T-001023,R-0350,2025-06-16,Payments,26.9,4
T-001024,R-0350,2025-08-29,Menu,9.0,5
T-001025,R-0350,2025-08-23,Payments,3.3,5
T-001026,R-0351,2025-04-26,Technical,8.9,5
T-001027,R-0351,2025-04-26,Billing,1.9,3
T-001028,R-0351,2025-06-24,Payments,4.6,2
T-001029,R-0351,2025-11-05,Technical,13.2,3
T-001030,R-0351,2026-08-28,Onboarding,19.1,5
T-001031,R-0352,2026-01-27,Onboarding,23.8,4
T-001032,R-0352,2026-03-29,Billing,14.0,5
T-001033,R-0352,2026-04-03,Billing,2.0,5
T-001034,R-0352,2026-08-05,Billing,6.3,2
T-001035,R-0352,2026-08-30,Billing,9.5,4
T-001036,R-0353,2026-06-27,Onboarding,9.7,4
T-001037,R-0355,2025-09-29,Technical,3.5,3
T-001038,R-0355,2025-10-22,Technical,3.7,4
T-001039,R-0355,2025-10-27,Billing,20.0,4
T-001040,R-0355,2026-07-31,Technical,14.4,4
T-001041,R-0357,2025-02-24,Payments,9.5,4
T-001042,R-0357,2025-02-27,Technical,11.6,4
T-001043,R-0357,2025-03-27,Technical,6.2,5
T-001044,R-0357,2025-03-16,Technical,14.5,4
T-001045,R-0357,2025-05-02,Technical,8.5,3
T-001046,R-0357,2025-06-11,Billing,8.9,4
T-001047,R-0357,2025-07-02,Payments,8.6,4
T-001048,R-0357,2025-07-21,Technical,6.8,5
T-001049,R-0357,2025-07-06,Billing,3.1,5
T-001050,R-0357,2025-09-02,Technical,8.9,5
T-001051,R-0357,2025-10-10,Billing,5.9,5
T-001052,R-0357,2025-11-19,Menu,9.1,4
T-001053,R-0357,2025-11-30,Technical,19.3,4
T-001054,R-0357,2026-02-11,Onboarding,9.0,5
T-001055,R-0357,2026-02-06,Onboarding,4.0,4
T-001056,R-0357,2026-02-10,Onboarding,12.6,5
T-001057,R-0357,2026-04-01,Menu,15.5,4
T-001058,R-0357,2026-04-07,Billing,13.1,4
T-001059,R-0357,2026-05-15,Billing,2.2,3
T-001060,R-0357,2026-05-05,Onboarding,7.5,4
T-001061,R-0357,2026-05-20,Menu,10.7,5
T-001062,R-0358,2025-05-23,Billing,5.7,4
T-001063,R-0359,2025-04-19,Billing,16.6,2
T-001064,R-0359,2025-08-28,Payments,12.2,5
T-001065,R-0359,2025-12-22,Payments,6.3,4
T-001066,R-0359,2026-02-23,Menu,4.6,5
T-001067,R-0359,2026-03-15,Onboarding,16.8,4
T-001068,R-0360,2026-05-31,Billing,4.6,4
T-001069,R-0361,2025-05-30,Billing,1.9,4
T-001070,R-0361,2025-06-18,Menu,6.1,3
T-001071,R-0361,2025-07-17,Billing,16.6,3
T-001072,R-0361,2025-07-19,Billing,19.5,5
T-001073,R-0362,2025-09-17,Payments,7.6,3
T-001074,R-0362,2025-11-14,Onboarding,4.4,5
T-001075,R-0362,2026-05-10,Billing,6.1,4
T-001076,R-0363,2025-02-02,Billing,25.8,4
T-001077,R-0363,2025-03-22,Technical,20.7,2
T-001078,R-0363,2025-12-05,Technical,8.3,4
T-001079,R-0363,2025-12-07,Onboarding,3.3,3
T-001080,R-0364,2025-06-25,Onboarding,16.3,2
T-001081,R-0364,2025-08-03,Onboarding,5.0,4
T-001082,R-0365,2026-06-30,Billing,1.5,2
T-001083,R-0365,2026-06-11,Billing,20.6,5
T-001084,R-0365,2026-06-13,Menu,9.4,4
T-001085,R-0365,2026-06-30,Billing,5.3,5
T-001086,R-0365,2026-08-09,Technical,18.8,3
T-001087,R-0365,2026-08-02,Payments,13.0,3
T-001088,R-0366,2025-07-28,Menu,17.5,4
T-001089,R-0366,2025-12-08,Technical,6.1,3
T-001090,R-0367,2025-07-02,Payments,9.9,1
T-001091,R-0367,2026-01-31,Onboarding,15.0,3
T-001092,R-0367,2026-04-25,Billing,27.3,4
T-001093,R-0367,2026-04-11,Billing,13.4,3
T-001094,R-0367,2026-08-10,Onboarding,13.8,4
T-001095,R-0368,2026-02-25,Billing,27.8,4
T-001096,R-0368,2026-02-14,Onboarding,6.8,4
T-001097,R-0368,2026-02-28,Technical,1.8,4
T-001098,R-0368,2026-04-13,Technical,26.7,4
T-001099,R-0369,2025-03-15,Payments,5.8,5
T-001100,R-0369,2025-03-11,Technical,7.5,5
T-001101,R-0369,2025-05-15,Billing,18.3,4
T-001102,R-0369,2025-10-08,Billing,9.8,4
T-001103,R-0369,2025-11-18,Billing,20.8,5
T-001104,R-0369,2026-02-08,Technical,15.4,5
T-001105,R-0369,2026-08-21,Menu,16.1,3
T-001106,R-0371,2026-03-21,Payments,32.1,3
T-001107,R-0371,2026-03-03,Onboarding,7.1,4
T-001108,R-0371,2026-05-30,Onboarding,8.8,1
T-001109,R-0371,2026-07-22,Technical,14.1,5
T-001110,R-0371,2026-08-25,Payments,11.5,3
T-001111,R-0372,2025-12-16,Billing,14.1,4
T-001112,R-0372,2026-01-08,Onboarding,30.1,4
T-001113,R-0372,2026-04-11,Technical,4.1,5
T-001114,R-0372,2026-05-19,Onboarding,10.9,4
T-001115,R-0372,2026-06-10,Onboarding,6.1,2
T-001116,R-0372,2026-06-03,Menu,6.7,5
T-001117,R-0372,2026-06-16,Technical,10.9,5
T-001118,R-0372,2026-07-23,Technical,9.0,4
T-001119,R-0373,2026-07-31,Billing,6.4,3
T-001120,R-0373,2026-07-29,Onboarding,8.2,2
T-001121,R-0374,2026-03-09,Onboarding,13.8,4
T-001122,R-0374,2026-06-15,Onboarding,8.5,3
T-001123,R-0375,2025-02-18,Billing,2.9,2
T-001124,R-0375,2025-03-19,Onboarding,3.1,2
T-001125,R-0375,2025-03-02,Menu,2.7,5
T-001126,R-0375,2025-07-22,Billing,8.1,1
T-001127,R-0376,2025-04-01,Technical,9.3,2
T-001128,R-0376,2026-03-05,Onboarding,8.6,5
T-001129,R-0376,2026-04-28,Billing,0.4,5
T-001130,R-0376,2026-08-24,Onboarding,2.7,4
T-001131,R-0377,2025-08-07,Payments,5.2,4
T-001132,R-0377,2025-09-15,Onboarding,18.7,4
T-001133,R-0378,2026-06-27,Technical,9.1,2
T-001134,R-0379,2026-02-06,Technical,3.1,2
T-001135,R-0379,2026-04-22,Menu,6.2,2
T-001136,R-0379,2026-05-26,Onboarding,8.2,5
T-001137,R-0381,2025-10-31,Technical,8.9,4
T-001138,R-0382,2026-07-31,Technical,2.6,4
T-001139,R-0383,2025-06-10,Payments,5.8,4
T-001140,R-0383,2025-10-21,Menu,5.9,5
T-001141,R-0383,2026-01-09,Billing,2.0,5
T-001142,R-0383,2026-04-08,Technical,4.3,4
T-001143,R-0383,2026-05-21,Payments,7.9,4
T-001144,R-0383,2026-06-21,Technical,23.1,4
T-001145,R-0383,2026-08-21,Menu,11.3,5
T-001146,R-0383,2026-08-28,Onboarding,11.2,3
T-001147,R-0383,2026-08-06,Billing,11.7,3
T-001148,R-0384,2025-12-29,Menu,20.7,4
T-001149,R-0384,2026-08-21,Menu,14.1,4
T-001150,R-0387,2026-06-30,Payments,2.9,3
T-001151,R-0387,2026-06-29,Onboarding,12.3,5
T-001152,R-0387,2026-06-29,Billing,4.8,5
T-001153,R-0387,2026-06-29,Payments,11.6,4
T-001154,R-0387,2026-07-26,Menu,9.5,5
T-001155,R-0387,2026-07-29,Technical,5.1,2
T-001156,R-0387,2026-07-22,Onboarding,2.8,2
T-001157,R-0387,2026-07-14,Onboarding,9.5,5
T-001158,R-0387,2026-08-17,Technical,6.1,2
T-001159,R-0387,2026-08-28,Technical,21.2,1
T-001160,R-0387,2026-08-20,Payments,8.0,5
T-001161,R-0388,2025-03-26,Menu,19.4,5
T-001162,R-0388,2025-06-04,Technical,6.0,4
T-001163,R-0388,2025-06-26,Technical,2.7,4
T-001164,R-0388,2026-04-10,Menu,2.9,3
T-001165,R-0389,2026-01-24,Technical,18.2,3
T-001166,R-0389,2026-02-23,Onboarding,3.2,5
T-001167,R-0389,2026-04-24,Billing,4.7,3
T-001168,R-0389,2026-05-05,Payments,23.9,3
T-001169,R-0389,2026-07-25,Technical,1.1,3
T-001170,R-0390,2025-11-06,Billing,3.9,3
T-001171,R-0391,2026-05-17,Billing,13.7,4
T-001172,R-0391,2026-06-04,Payments,8.4,5
T-001173,R-0392,2025-11-26,Menu,11.6,3
T-001174,R-0392,2025-11-28,Technical,13.3,4
T-001175,R-0392,2026-04-04,Payments,6.2,5
T-001176,R-0393,2026-08-29,Onboarding,6.6,3
T-001177,R-0394,2025-11-26,Onboarding,7.7,5
T-001178,R-0394,2025-12-27,Onboarding,2.3,3
T-001179,R-0394,2026-01-20,Billing,1.3,4
T-001180,R-0394,2026-03-15,Technical,8.7,3
T-001181,R-0394,2026-06-17,Onboarding,7.6,5
T-001182,R-0394,2026-06-19,Billing,8.8,3
T-001183,R-0394,2026-08-16,Payments,1.6,4
T-001184,R-0394,2026-08-07,Menu,28.3,5
T-001185,R-0395,2026-03-23,Technical,23.1,4
T-001186,R-0395,2026-03-26,Technical,7.7,4
T-001187,R-0395,2026-04-10,Menu,4.9,3
T-001188,R-0396,2026-01-21,Billing,10.8,4
T-001189,R-0396,2026-02-04,Menu,20.1,2
T-001190,R-0397,2026-03-05,Technical,9.0,5
T-001191,R-0398,2025-11-28,Technical,5.7,5
T-001192,R-0398,2025-12-09,Menu,6.9,4
T-001193,R-0398,2026-01-16,Onboarding,11.4,5
T-001194,R-0398,2026-06-30,Onboarding,5.4,4
T-001195,R-0398,2026-08-24,Billing,12.0,2
T-001196,R-0399,2026-05-07,Payments,11.6,4
T-001197,R-0401,2026-01-05,Onboarding,18.8,4
T-001198,R-0401,2026-01-05,Payments,4.6,5
T-001199,R-0402,2026-06-17,Technical,9.3,4
T-001200,R-0402,2026-08-18,Menu,20.7,4
T-001201,R-0403,2026-08-19,Billing,4.0,5
T-001202,R-0404,2026-02-12,Onboarding,32.5,5
T-001203,R-0405,2026-08-02,Technical,11.7,4
T-001204,R-0406,2026-07-26,Technical,1.5,2
T-001205,R-0406,2026-07-11,Technical,16.5,4
T-001206,R-0406,2026-07-24,Onboarding,22.1,5
T-001207,R-0406,2026-07-19,Onboarding,13.0,5
T-001208,R-0407,2025-11-29,Technical,10.3,3
T-001209,R-0407,2025-11-26,Onboarding,2.0,5
T-001210,R-0407,2025-12-02,Menu,14.8,4
T-001211,R-0407,2026-01-04,Onboarding,14.3,4
T-001212,R-0407,2026-02-15,Technical,8.2,3
T-001213,R-0407,2026-02-06,Menu,9.7,4
T-001214,R-0407,2026-05-13,Payments,6.2,3
T-001215,R-0407,2026-06-27,Payments,14.7,2
T-001216,R-0407,2026-07-20,Billing,8.5,4
T-001217,R-0407,2026-08-06,Payments,14.3,4
T-001218,R-0409,2025-06-06,Onboarding,16.8,4
T-001219,R-0409,2025-11-12,Menu,8.9,4
T-001220,R-0409,2026-03-19,Technical,12.4,5
T-001221,R-0409,2026-04-30,Technical,5.2,5
T-001222,R-0409,2026-05-27,Menu,18.3,4
T-001223,R-0409,2026-05-02,Payments,1.6,3
T-001224,R-0409,2026-05-04,Technical,9.0,5
T-001225,R-0409,2026-06-26,Billing,5.0,4
T-001226,R-0409,2026-06-19,Technical,3.8,3
T-001227,R-0409,2026-06-29,Onboarding,9.9,4
T-001228,R-0409,2026-08-24,Billing,16.9,2
T-001229,R-0409,2026-08-08,Technical,15.0,5
T-001230,R-0409,2026-08-24,Onboarding,3.5,4
T-001231,R-0410,2026-02-16,Technical,5.9,4
T-001232,R-0411,2025-11-24,Technical,5.5,5
T-001233,R-0411,2026-04-27,Onboarding,24.4,2
T-001234,R-0412,2026-02-03,Technical,5.5,3
T-001235,R-0414,2026-07-29,Payments,12.0,5
T-001236,R-0415,2025-04-30,Onboarding,18.7,4
T-001237,R-0415,2025-05-28,Onboarding,7.0,5
T-001238,R-0416,2025-11-28,Onboarding,5.6,5
T-001239,R-0419,2025-12-28,Technical,15.4,3
T-001240,R-0419,2026-02-13,Menu,4.1,4
T-001241,R-0419,2026-02-09,Onboarding,13.5,2
T-001242,R-0419,2026-07-04,Technical,20.2,4
T-001243,R-0420,2025-04-03,Billing,19.2,4
T-001244,R-0420,2025-08-17,Payments,2.2,3
T-001245,R-0420,2025-09-14,Menu,11.2,3
T-001246,R-0420,2025-09-04,Payments,1.2,4
T-001247,R-0420,2025-10-13,Menu,8.9,4
T-001248,R-0420,2025-11-23,Onboarding,5.1,5
T-001249,R-0420,2025-12-24,Payments,8.7,2
T-001250,R-0420,2026-06-10,Menu,13.8,2
T-001251,R-0420,2026-08-03,Onboarding,14.7,1
T-001252,R-0420,2026-08-06,Payments,12.8,4
T-001253,R-0421,2025-11-26,Technical,28.4,4
T-001254,R-0421,2026-01-25,Onboarding,0.8,1
T-001255,R-0421,2026-02-18,Billing,4.1,4
T-001256,R-0421,2026-03-20,Technical,4.0,5
T-001257,R-0421,2026-06-04,Billing,2.6,4
T-001258,R-0422,2026-03-31,Technical,3.6,3
T-001259,R-0422,2026-04-04,Onboarding,2.9,5
T-001260,R-0422,2026-05-06,Billing,6.1,5
T-001261,R-0422,2026-07-01,Onboarding,5.4,5
T-001262,R-0422,2026-07-18,Menu,9.4,4
T-001263,R-0423,2025-07-22,Technical,5.3,4
T-001264,R-0423,2025-07-23,Billing,10.9,5
T-001265,R-0423,2025-11-13,Billing,1.5,3
T-001266,R-0423,2026-04-19,Menu,22.7,2
T-001267,R-0423,2026-07-04,Onboarding,7.6,5
T-001268,R-0423,2026-07-14,Payments,4.6,5
T-001269,R-0423,2026-07-28,Payments,12.0,4
T-001270,R-0423,2026-07-14,Payments,6.5,5
T-001271,R-0424,2025-07-21,Menu,4.9,3
T-001272,R-0424,2025-12-17,Menu,15.4,5
T-001273,R-0425,2026-01-08,Onboarding,18.6,4
T-001274,R-0425,2026-02-27,Menu,6.9,3
T-001275,R-0425,2026-02-12,Onboarding,20.5,1
T-001276,R-0425,2026-03-15,Billing,11.2,5
T-001277,R-0425,2026-03-05,Billing,9.8,5
T-001278,R-0425,2026-05-21,Menu,19.6,4
T-001279,R-0425,2026-06-04,Menu,19.4,3
T-001280,R-0425,2026-06-20,Onboarding,4.1,4
T-001281,R-0426,2025-02-27,Menu,4.7,5
T-001282,R-0426,2025-02-25,Onboarding,13.5,2
T-001283,R-0426,2025-05-11,Billing,7.7,1
T-001284,R-0426,2025-05-24,Technical,25.0,4
T-001285,R-0426,2025-06-02,Payments,19.8,4
T-001286,R-0426,2025-10-11,Menu,6.5,4
T-001287,R-0426,2025-10-28,Menu,20.2,3
T-001288,R-0426,2026-03-13,Technical,5.2,5
T-001289,R-0426,2026-06-12,Payments,7.8,5
T-001290,R-0426,2026-06-25,Payments,14.4,4
T-001291,R-0426,2026-06-09,Technical,10.2,2
T-001292,R-0426,2026-07-27,Payments,21.5,4
T-001293,R-0428,2026-07-14,Billing,12.8,3
T-001294,R-0428,2026-08-21,Technical,8.5,4
T-001295,R-0429,2025-09-19,Payments,6.3,5
T-001296,R-0429,2025-11-03,Menu,24.0,3
T-001297,R-0429,2026-04-06,Payments,15.3,4
T-001298,R-0430,2026-07-19,Technical,25.2,3
T-001299,R-0432,2026-05-20,Onboarding,11.5,4
T-001300,R-0434,2025-03-27,Billing,7.9,3
T-001301,R-0434,2025-11-14,Payments,15.5,5
T-001302,R-0435,2026-04-26,Payments,6.3,4
T-001303,R-0435,2026-05-12,Billing,8.0,4
T-001304,R-0435,2026-05-28,Menu,11.5,3
T-001305,R-0435,2026-05-04,Menu,37.0,4
T-001306,R-0435,2026-05-03,Technical,12.5,5
T-001307,R-0435,2026-06-08,Billing,18.3,4
T-001308,R-0435,2026-06-20,Technical,4.9,4
T-001309,R-0435,2026-07-31,Technical,8.0,5
T-001310,R-0435,2026-07-23,Billing,4.7,3
T-001311,R-0435,2026-08-09,Onboarding,10.7,5
T-001312,R-0436,2025-08-01,Billing,16.5,5
T-001313,R-0436,2025-08-13,Technical,34.1,4
T-001314,R-0436,2025-08-02,Payments,4.7,4
T-001315,R-0437,2026-02-08,Onboarding,48.1,2
T-001316,R-0437,2026-03-11,Menu,8.4,3
T-001317,R-0437,2026-03-05,Technical,20.8,2
T-001318,R-0437,2026-06-19,Technical,10.4,4
T-001319,R-0439,2025-12-27,Menu,8.7,4
T-001320,R-0439,2025-12-26,Technical,9.4,5
T-001321,R-0439,2026-01-22,Menu,24.3,3
T-001322,R-0439,2026-02-18,Billing,3.3,5
T-001323,R-0439,2026-02-08,Technical,3.1,1
T-001324,R-0440,2026-08-29,Menu,8.1,3
T-001325,R-0441,2026-08-28,Technical,16.7,3
T-001326,R-0442,2026-05-17,Onboarding,6.9,2
T-001327,R-0442,2026-05-15,Billing,4.9,4
T-001328,R-0442,2026-05-01,Technical,13.0,2
T-001329,R-0444,2026-01-12,Technical,8.0,4
T-001330,R-0445,2025-07-29,Menu,8.2,5
T-001331,R-0446,2025-01-25,Menu,2.9,5
T-001332,R-0446,2025-01-27,Technical,29.4,3
T-001333,R-0446,2025-01-28,Onboarding,1.9,5
T-001334,R-0446,2025-05-01,Technical,16.6,1
T-001335,R-0446,2025-10-22,Billing,5.0,4
T-001336,R-0446,2025-11-28,Menu,9.1,5
T-001337,R-0446,2025-12-28,Technical,14.9,2
T-001338,R-0446,2025-12-10,Menu,1.2,2
T-001339,R-0446,2026-06-09,Payments,10.0,5
T-001340,R-0446,2026-06-13,Menu,5.5,5
T-001341,R-0446,2026-08-19,Technical,2.9,3
T-001342,R-0446,2026-08-31,Technical,10.1,5
T-001343,R-0447,2025-08-31,Menu,5.7,3
T-001344,R-0447,2025-09-12,Technical,13.6,5
T-001345,R-0447,2025-12-01,Onboarding,15.8,4
T-001346,R-0447,2026-03-16,Billing,15.2,4
T-001347,R-0447,2026-04-25,Technical,14.5,5
T-001348,R-0447,2026-05-03,Technical,6.8,3
T-001349,R-0447,2026-06-07,Onboarding,20.1,3
T-001350,R-0447,2026-07-09,Billing,3.5,4
T-001351,R-0448,2026-02-25,Billing,8.8,5
T-001352,R-0449,2026-01-29,Menu,14.0,5
T-001353,R-0449,2026-01-28,Billing,8.3,4
T-001354,R-0449,2026-06-04,Onboarding,12.5,5
T-001355,R-0450,2025-09-21,Onboarding,4.2,4
T-001356,R-0450,2025-09-29,Technical,15.6,5
T-001357,R-0450,2025-11-02,Onboarding,3.5,3
T-001358,R-0450,2025-12-21,Onboarding,16.2,5
T-001359,R-0450,2025-12-18,Technical,12.3,4
T-001360,R-0451,2025-05-23,Technical,4.7,5
T-001361,R-0451,2025-05-19,Technical,7.6,2
T-001362,R-0451,2025-05-26,Billing,9.0,5
T-001363,R-0451,2025-07-10,Menu,21.9,5
T-001364,R-0451,2026-02-19,Onboarding,14.6,4
T-001365,R-0451,2026-03-08,Billing,5.2,3
T-001366,R-0451,2026-03-16,Billing,4.9,5
T-001367,R-0451,2026-04-21,Menu,11.6,5
T-001368,R-0451,2026-04-11,Technical,4.1,4
T-001369,R-0451,2026-07-13,Payments,6.6,4
T-001370,R-0453,2025-12-12,Technical,5.6,1
T-001371,R-0453,2026-01-09,Menu,16.4,3
T-001372,R-0453,2026-02-28,Technical,5.8,4
T-001373,R-0453,2026-05-14,Technical,7.7,4
T-001374,R-0453,2026-07-05,Onboarding,6.9,5
T-001375,R-0454,2025-07-30,Technical,11.9,3
T-001376,R-0454,2025-09-14,Technical,19.6,4
T-001377,R-0454,2026-08-12,Technical,7.6,5
T-001378,R-0455,2025-09-30,Onboarding,11.7,3
T-001379,R-0455,2025-09-29,Technical,14.7,4
T-001380,R-0455,2025-11-23,Billing,8.5,3
T-001381,R-0455,2025-12-08,Menu,29.5,5
T-001382,R-0455,2026-01-08,Onboarding,7.4,4
T-001383,R-0455,2026-03-03,Technical,6.8,4
T-001384,R-0455,2026-04-15,Onboarding,10.9,5
T-001385,R-0455,2026-05-04,Technical,32.0,4
T-001386,R-0455,2026-05-09,Onboarding,13.7,5
T-001387,R-0455,2026-08-18,Onboarding,5.2,2
T-001388,R-0457,2025-11-25,Billing,3.9,4
T-001389,R-0457,2025-12-04,Menu,35.5,4
T-001390,R-0457,2026-02-18,Billing,25.6,4
T-001391,R-0461,2026-05-24,Onboarding,17.6,3
T-001392,R-0462,2025-12-25,Technical,5.0,5
T-001393,R-0462,2025-12-24,Technical,5.2,4
T-001394,R-0462,2026-02-13,Technical,5.5,4
T-001395,R-0462,2026-02-03,Payments,20.6,4
T-001396,R-0462,2026-03-15,Technical,25.0,5
T-001397,R-0462,2026-07-13,Billing,13.2,3
T-001398,R-0463,2025-12-18,Onboarding,1.9,1
T-001399,R-0464,2025-04-12,Onboarding,15.9,4
T-001400,R-0464,2025-11-18,Technical,17.5,4
T-001401,R-0464,2025-12-05,Technical,7.6,2
T-001402,R-0464,2026-07-19,Technical,5.5,5
T-001403,R-0464,2026-08-13,Onboarding,26.1,3
T-001404,R-0465,2026-02-23,Technical,16.2,4
T-001405,R-0465,2026-02-22,Payments,28.4,2
T-001406,R-0465,2026-02-24,Menu,6.6,4
T-001407,R-0465,2026-03-08,Technical,10.8,2
T-001408,R-0465,2026-04-30,Technical,2.9,4
T-001409,R-0465,2026-04-20,Payments,11.5,4
T-001410,R-0465,2026-05-15,Payments,0.9,4
T-001411,R-0465,2026-05-23,Menu,5.8,3
T-001412,R-0465,2026-06-27,Menu,15.7,4
T-001413,R-0465,2026-08-02,Technical,6.4,4
T-001414,R-0465,2026-08-30,Technical,6.1,3
T-001415,R-0466,2025-07-19,Billing,11.8,5
T-001416,R-0466,2025-07-14,Billing,8.7,4
T-001417,R-0466,2025-10-10,Technical,5.4,3
T-001418,R-0467,2025-11-09,Billing,17.5,4
T-001419,R-0468,2025-10-09,Technical,6.3,4
T-001420,R-0468,2025-12-21,Menu,5.9,3
T-001421,R-0468,2026-02-19,Technical,8.3,5
T-001422,R-0469,2025-11-13,Technical,7.0,3
T-001423,R-0469,2025-11-23,Technical,16.7,5
T-001424,R-0469,2026-08-05,Billing,23.5,5
T-001425,R-0469,2026-08-31,Onboarding,27.8,5
T-001426,R-0470,2026-02-08,Menu,22.0,4
T-001427,R-0471,2026-05-25,Billing,27.5,4
T-001428,R-0471,2026-06-03,Menu,2.1,5
T-001429,R-0472,2025-04-22,Menu,26.4,4
T-001430,R-0472,2026-02-13,Onboarding,4.2,5
T-001431,R-0473,2026-02-23,Billing,3.7,3
T-001432,R-0473,2026-05-05,Billing,5.6,5
T-001433,R-0473,2026-06-19,Billing,40.4,4
T-001434,R-0473,2026-08-22,Technical,3.2,4
T-001435,R-0474,2025-07-22,Payments,21.7,5
T-001436,R-0474,2025-07-20,Onboarding,27.2,5
T-001437,R-0476,2026-02-06,Billing,5.6,4
T-001438,R-0476,2026-07-20,Payments,28.5,5
T-001439,R-0477,2026-02-23,Billing,18.3,5
T-001440,R-0477,2026-03-26,Billing,0.5,4
T-001441,R-0477,2026-03-31,Billing,38.1,4
T-001442,R-0477,2026-03-10,Technical,5.0,5
T-001443,R-0477,2026-05-16,Technical,9.8,2
T-001444,R-0477,2026-06-12,Payments,16.1,3
T-001445,R-0478,2026-07-12,Menu,11.1,5
T-001446,R-0478,2026-08-15,Technical,6.5,4
T-001447,R-0479,2026-06-24,Menu,12.2,1
T-001448,R-0479,2026-06-29,Payments,4.8,5
T-001449,R-0479,2026-08-29,Technical,5.0,3
T-001450,R-0480,2026-07-23,Menu,11.3,4
T-001451,R-0480,2026-08-12,Billing,10.3,5
T-001452,R-0481,2026-04-14,Technical,13.4,3
T-001453,R-0481,2026-07-19,Billing,25.9,4
T-001454,R-0482,2026-05-22,Billing,10.8,5
T-001455,R-0482,2026-06-05,Billing,11.5,5
T-001456,R-0482,2026-08-14,Technical,16.0,4
T-001457,R-0484,2026-05-02,Technical,6.1,4
T-001458,R-0486,2025-12-06,Technical,16.8,3
T-001459,R-0486,2026-01-14,Billing,5.5,3
T-001460,R-0486,2026-02-18,Onboarding,26.5,5
T-001461,R-0486,2026-02-21,Technical,5.6,3
T-001462,R-0486,2026-02-01,Billing,29.4,2
T-001463,R-0486,2026-02-03,Menu,3.3,2
T-001464,R-0486,2026-04-17,Technical,11.5,5
T-001465,R-0486,2026-05-16,Menu,20.6,4
T-001466,R-0486,2026-07-03,Payments,7.4,1
T-001467,R-0486,2026-08-26,Payments,8.4,5
T-001468,R-0487,2025-06-18,Onboarding,18.4,5
T-001469,R-0487,2025-07-02,Onboarding,12.7,4
T-001470,R-0487,2025-09-16,Onboarding,29.0,4
T-001471,R-0487,2026-01-08,Menu,1.7,4
T-001472,R-0487,2026-01-30,Billing,12.5,5
T-001473,R-0487,2026-05-19,Technical,10.6,1
T-001474,R-0487,2026-06-16,Onboarding,13.1,5
T-001475,R-0487,2026-07-22,Menu,7.8,1
T-001476,R-0487,2026-07-17,Technical,3.8,2
T-001477,R-0487,2026-07-27,Payments,5.4,3
T-001478,R-0488,2025-08-28,Onboarding,13.3,2
T-001479,R-0488,2025-08-29,Technical,11.5,4
T-001480,R-0488,2025-09-11,Onboarding,21.8,3
T-001481,R-0488,2025-12-22,Menu,7.2,4
T-001482,R-0488,2026-03-22,Technical,5.2,5
T-001483,R-0488,2026-05-19,Billing,7.8,4
T-001484,R-0488,2026-06-24,Technical,13.6,4
T-001485,R-0488,2026-07-12,Payments,16.2,4
T-001486,R-0488,2026-07-08,Technical,12.6,4
T-001487,R-0488,2026-07-03,Billing,0.7,4
T-001488,R-0488,2026-08-11,Menu,10.0,3
T-001489,R-0489,2026-05-26,Technical,13.3,5
T-001490,R-0490,2026-03-01,Technical,35.1,5
T-001491,R-0490,2026-04-09,Billing,8.2,4
T-001492,R-0490,2026-07-25,Payments,6.7,3
T-001493,R-0491,2025-02-22,Billing,7.8,5
T-001494,R-0491,2025-05-30,Onboarding,10.8,3
T-001495,R-0491,2025-09-12,Technical,8.9,4
T-001496,R-0491,2025-11-02,Technical,17.2,1
T-001497,R-0491,2026-08-12,Technical,2.8,5
T-001498,R-0495,2025-02-22,Menu,3.5,5
T-001499,R-0495,2025-04-24,Technical,24.7,4
T-001500,R-0495,2025-04-29,Technical,14.1,4
T-001501,R-0496,2026-08-20,Technical,27.3,3
T-001502,R-0497,2026-01-16,Payments,8.5,2
T-001503,R-0497,2026-02-09,Payments,16.3,5
T-001504,R-0497,2026-03-29,Payments,3.1,5
T-001505,R-0497,2026-03-22,Onboarding,22.1,4
T-001506,R-0497,2026-05-05,Payments,12.0,1
T-001507,R-0498,2026-07-09,Billing,6.8,4
T-001508,R-0500,2026-08-14,Menu,8.7,4
T-001509,R-0501,2026-08-23,Technical,8.1,5
T-001510,R-0502,2025-07-30,Billing,6.1,5
T-001511,R-0502,2025-07-31,Billing,12.6,2
T-001512,R-0502,2025-07-24,Menu,24.7,4
T-001513,R-0502,2025-11-21,Billing,3.9,3
T-001514,R-0502,2025-12-10,Technical,26.2,4
T-001515,R-0502,2026-01-31,Technical,14.8,4
T-001516,R-0502,2026-02-21,Technical,6.8,4
T-001517,R-0502,2026-02-06,Payments,20.0,4
T-001518,R-0502,2026-03-19,Payments,20.0,2
T-001519,R-0502,2026-03-10,Onboarding,3.3,3
T-001520,R-0504,2026-06-15,Onboarding,6.9,3
T-001521,R-0504,2026-08-18,Technical,6.0,4
T-001522,R-0504,2026-08-07,Onboarding,16.7,1
T-001523,R-0504,2026-08-07,Onboarding,7.8,5
T-001524,R-0505,2026-04-08,Billing,21.3,4
T-001525,R-0505,2026-05-17,Payments,2.3,3
T-001526,R-0506,2026-08-29,Technical,10.0,5
T-001527,R-0507,2025-10-23,Menu,3.5,4
