order_id,restaurant_id,order_date,order_value_eur,order_channel,fulfilment_type,order_status,order_month,is_completed,net_order_value_eur
ORD-0150931,R-0359,2026-02-06,57.52,app,delivery,completed,2026-02-01,1,57.52
ORD-0095365,R-0214,2026-02-06,44.28,web,pickup,completed,2026-02-01,1,44.28
ORD-0078745,R-0182,2026-02-06,12.06,app,pickup,completed,2026-02-01,1,12.06
ORD-0007338,R-0010,2026-02-06,80.1,web,delivery,completed,2026-02-01,1,80.1
ORD-0053480,R-0126,2026-02-06,19.26,app,delivery,completed,2026-02-01,1,19.26
ORD-0150924,R-0359,2026-02-06,37.38,app,delivery,completed,2026-02-01,1,37.38
ORD-0238170,R-0549,2026-02-06,29.75,web,delivery,completed,2026-02-01,1,29.75
ORD-0027167,R-0055,2026-02-06,30.86,app,pickup,completed,2026-02-01,1,30.86
ORD-0150914,R-0359,2026-02-06,33.12,app,delivery,completed,2026-02-01,1,33.12
ORD-0248915,R-0581,2026-02-06,53.48,app,pickup,completed,2026-02-01,1,53.48
ORD-0220773,R-0513,2026-02-06,28.33,app,delivery,completed,2026-02-01,1,28.33
ORD-0078761,R-0182,2026-02-06,24.64,web,pickup,completed,2026-02-01,1,24.64
ORD-0075560,R-0175,2026-02-06,14.71,web,delivery,completed,2026-02-01,1,14.71
ORD-0027179,R-0055,2026-02-06,33.12,app,delivery,completed,2026-02-01,1,33.12
ORD-0150909,R-0359,2026-02-06,26.46,web,pickup,completed,2026-02-01,1,26.46
ORD-0027183,R-0055,2026-02-06,21.66,app,delivery,completed,2026-02-01,1,21.66
ORD-0176749,R-0410,2026-02-06,30.73,app,delivery,completed,2026-02-01,1,30.73
ORD-0238168,R-0549,2026-02-06,10.14,web,delivery,completed,2026-02-01,1,10.14
ORD-0150907,R-0359,2026-02-06,30.63,web,delivery,completed,2026-02-01,1,30.63
ORD-0075553,R-0175,2026-02-06,43.33,web,delivery,completed,2026-02-01,1,43.33
ORD-0000391,R-0003,2026-02-06,27.82,web,delivery,completed,2026-02-01,1,27.82
ORD-0087355,R-0200,2026-02-06,37.4,app,delivery,completed,2026-02-01,1,37.4
ORD-0179874,R-0421,2026-02-06,24.18,app,pickup,completed,2026-02-01,1,24.18
ORD-0202811,R-0455,2026-02-06,28.0,app,delivery,completed,2026-02-01,1,28.0
ORD-0179885,R-0421,2026-02-06,19.07,web,delivery,completed,2026-02-01,1,19.07
ORD-0034391,R-0074,2026-02-06,14.94,app,delivery,completed,2026-02-01,1,14.94
ORD-0022661,R-0044,2026-02-06,21.4,web,delivery,completed,2026-02-01,1,21.4
ORD-0243775,R-0566,2026-02-06,14.13,app,delivery,completed,2026-02-01,1,14.13
ORD-0067761,R-0162,2026-02-06,19.06,app,delivery,completed,2026-02-01,1,19.06
ORD-0231617,R-0538,2026-02-06,23.73,web,pickup,completed,2026-02-01,1,23.73
ORD-0212767,R-0488,2026-02-06,21.68,app,delivery,completed,2026-02-01,1,21.68
ORD-0243778,R-0566,2026-02-06,11.48,app,delivery,completed,2026-02-01,1,11.48
ORD-0146837,R-0353,2026-02-06,31.19,web,pickup,completed,2026-02-01,1,31.19
ORD-0088291,R-0202,2026-02-06,30.67,web,pickup,completed,2026-02-01,1,30.67
ORD-0170094,R-0397,2026-02-06,46.57,app,delivery,completed,2026-02-01,1,46.57
ORD-0228570,R-0533,2026-02-06,17.5,app,pickup,completed,2026-02-01,1,17.5
ORD-0153564,R-0364,2026-02-06,30.3,app,pickup,completed,2026-02-01,1,30.3
ORD-0146833,R-0353,2026-02-06,24.77,app,delivery,completed,2026-02-01,1,24.77
ORD-0183038,R-0424,2026-02-06,27.44,app,pickup,completed,2026-02-01,1,27.44
ORD-0014881,R-0024,2026-02-06,41.01,app,delivery,completed,2026-02-01,1,41.01
ORD-0053353,R-0126,2026-02-06,17.74,web,pickup,refunded,2026-02-01,0,0.0
ORD-0235960,R-0547,2026-02-06,23.91,app,pickup,completed,2026-02-01,1,23.91
ORD-0108071,R-0245,2026-02-06,42.97,web,delivery,completed,2026-02-01,1,42.97
ORD-0108073,R-0245,2026-02-06,33.74,app,delivery,completed,2026-02-01,1,33.74
ORD-0108074,R-0245,2026-02-06,39.53,web,delivery,completed,2026-02-01,1,39.53
ORD-0235958,R-0547,2026-02-06,12.13,app,delivery,completed,2026-02-01,1,12.13
ORD-0212391,R-0487,2026-02-06,33.45,app,pickup,completed,2026-02-01,1,33.45
ORD-0182958,R-0424,2026-02-06,43.24,app,pickup,completed,2026-02-01,1,43.24
ORD-0014894,R-0024,2026-02-06,28.02,app,delivery,completed,2026-02-01,1,28.02
ORD-0235966,R-0547,2026-02-06,19.64,app,delivery,completed,2026-02-01,1,19.64
ORD-0246727,R-0576,2026-02-06,22.2,web,pickup,completed,2026-02-01,1,22.2
ORD-0146848,R-0353,2026-02-06,25.98,web,delivery,completed,2026-02-01,1,25.98
ORD-0067770,R-0162,2026-02-06,16.26,app,pickup,completed,2026-02-01,1,16.26
ORD-0022624,R-0044,2026-02-06,12.91,app,pickup,completed,2026-02-01,1,12.91
ORD-0131210,R-0323,2026-02-06,28.18,web,pickup,completed,2026-02-01,1,28.18
ORD-0067581,R-0162,2026-02-06,30.13,app,delivery,completed,2026-02-01,1,30.13
ORD-0153563,R-0364,2026-02-06,30.44,web,pickup,completed,2026-02-01,1,30.44
ORD-0170049,R-0396,2026-02-06,26.8,app,delivery,completed,2026-02-01,1,26.8
ORD-0249269,R-0585,2026-02-06,35.48,web,pickup,completed,2026-02-01,1,35.48
ORD-0139345,R-0340,2026-02-06,26.81,web,delivery,completed,2026-02-01,1,26.81
ORD-0166778,R-0388,2026-02-06,70.31,web,delivery,completed,2026-02-01,1,70.31
ORD-0108053,R-0245,2026-02-06,19.44,app,delivery,completed,2026-02-01,1,19.44
ORD-0022763,R-0045,2026-02-06,55.78,web,delivery,completed,2026-02-01,1,55.78
ORD-0245387,R-0568,2026-02-06,50.97,app,pickup,completed,2026-02-01,1,50.97
ORD-0093902,R-0211,2026-02-06,34.54,app,delivery,completed,2026-02-01,1,34.54
ORD-0036988,R-0082,2026-02-06,28.42,web,pickup,completed,2026-02-01,1,28.42
ORD-0182921,R-0424,2026-02-06,22.29,web,delivery,completed,2026-02-01,1,22.29
ORD-0170644,R-0398,2026-02-06,14.14,app,delivery,completed,2026-02-01,1,14.14
ORD-0213018,R-0489,2026-02-06,22.02,app,delivery,completed,2026-02-01,1,22.02
ORD-0056507,R-0135,2026-02-06,20.45,app,delivery,completed,2026-02-01,1,20.45
ORD-0182926,R-0424,2026-02-06,55.07,web,pickup,completed,2026-02-01,1,55.07
ORD-0037391,R-0083,2026-02-06,23.35,app,pickup,completed,2026-02-01,1,23.35
ORD-0131218,R-0323,2026-02-06,25.57,app,delivery,completed,2026-02-01,1,25.57
ORD-0144481,R-0352,2026-02-06,45.75,app,delivery,completed,2026-02-01,1,45.75
ORD-0182929,R-0424,2026-02-06,40.15,app,delivery,completed,2026-02-01,1,40.15
ORD-0209464,R-0476,2026-02-06,29.62,app,delivery,completed,2026-02-01,1,29.62
ORD-0116972,R-0278,2026-02-06,15.21,app,delivery,completed,2026-02-01,1,15.21
ORD-0067591,R-0162,2026-02-06,22.85,app,delivery,completed,2026-02-01,1,22.85
ORD-0117068,R-0279,2026-02-06,22.35,web,pickup,completed,2026-02-01,1,22.35
ORD-0067617,R-0162,2026-02-06,13.72,web,pickup,completed,2026-02-01,1,13.72
ORD-0163137,R-0379,2026-02-06,39.08,app,pickup,completed,2026-02-01,1,39.08
ORD-0141789,R-0348,2026-02-06,44.28,web,pickup,completed,2026-02-01,1,44.28
ORD-0210198,R-0477,2026-02-06,18.9,web,pickup,completed,2026-02-01,1,18.9
ORD-0067673,R-0162,2026-02-06,14.18,app,delivery,completed,2026-02-01,1,14.18
ORD-0251278,R-0589,2026-02-06,36.59,app,delivery,completed,2026-02-01,1,36.59
ORD-0235934,R-0547,2026-02-06,24.23,app,delivery,completed,2026-02-01,1,24.23
ORD-0139320,R-0340,2026-02-06,25.76,web,delivery,completed,2026-02-01,1,25.76
ORD-0211244,R-0486,2026-02-06,26.46,app,pickup,refunded,2026-02-01,0,0.0
ORD-0183001,R-0424,2026-02-06,34.87,app,delivery,completed,2026-02-01,1,34.87
ORD-0210199,R-0477,2026-02-06,43.18,web,pickup,completed,2026-02-01,1,43.18
ORD-0067629,R-0162,2026-02-06,27.34,app,pickup,completed,2026-02-01,1,27.34
ORD-0133427,R-0328,2026-02-06,39.86,web,delivery,completed,2026-02-01,1,39.86
ORD-0139318,R-0340,2026-02-06,19.31,web,delivery,completed,2026-02-01,1,19.31
ORD-0053333,R-0126,2026-02-06,27.31,web,delivery,completed,2026-02-01,1,27.31
ORD-0040234,R-0090,2026-02-06,17.57,app,delivery,completed,2026-02-01,1,17.57
ORD-0004386,R-0006,2026-02-06,47.99,web,delivery,completed,2026-02-01,1,47.99
ORD-0170125,R-0397,2026-02-06,50.45,web,pickup,completed,2026-02-01,1,50.45
ORD-0067633,R-0162,2026-02-06,26.47,web,delivery,completed,2026-02-01,1,26.47
ORD-0040239,R-0090,2026-02-06,21.15,app,delivery,completed,2026-02-01,1,21.15
ORD-0225649,R-0525,2026-02-06,23.54,app,delivery,completed,2026-02-01,1,23.54
ORD-0170123,R-0397,2026-02-06,43.47,web,delivery,completed,2026-02-01,1,43.47
ORD-0100076,R-0224,2026-02-06,149.58,web,pickup,completed,2026-02-01,1,149.58
ORD-0183007,R-0424,2026-02-06,26.39,web,delivery,completed,2026-02-01,1,26.39
ORD-0004382,R-0006,2026-02-06,44.72,web,delivery,completed,2026-02-01,1,44.72
ORD-0040246,R-0090,2026-02-06,17.47,app,pickup,completed,2026-02-01,1,17.47
ORD-0022628,R-0044,2026-02-06,25.11,app,delivery,completed,2026-02-01,1,25.11
ORD-0163896,R-0382,2026-02-06,25.61,web,pickup,completed,2026-02-01,1,25.61
ORD-0167548,R-0389,2026-02-06,23.84,web,delivery,completed,2026-02-01,1,23.84
ORD-0226723,R-0529,2026-02-06,35.84,web,delivery,completed,2026-02-01,1,35.84
ORD-0122394,R-0298,2026-02-06,29.56,app,delivery,completed,2026-02-01,1,29.56
ORD-0004388,R-0006,2026-02-06,26.82,app,delivery,completed,2026-02-01,1,26.82
ORD-0108080,R-0245,2026-02-06,18.14,app,delivery,cancelled,2026-02-01,0,0.0
ORD-0251292,R-0589,2026-02-06,41.18,web,delivery,completed,2026-02-01,1,41.18
ORD-0163900,R-0382,2026-02-06,38.09,web,delivery,completed,2026-02-01,1,38.09
ORD-0039043,R-0087,2026-02-06,30.03,web,pickup,completed,2026-02-01,1,30.03
ORD-0087319,R-0200,2026-02-06,16.13,web,delivery,completed,2026-02-01,1,16.13
ORD-0108081,R-0245,2026-02-06,33.55,web,delivery,completed,2026-02-01,1,33.55
ORD-0146830,R-0353,2026-02-06,21.09,app,pickup,completed,2026-02-01,1,21.09
ORD-0053346,R-0126,2026-02-06,18.11,app,pickup,completed,2026-02-01,1,18.11
ORD-0211298,R-0486,2026-02-06,34.97,app,delivery,completed,2026-02-01,1,34.97
ORD-0114680,R-0271,2026-02-06,15.1,app,pickup,completed,2026-02-01,1,15.1
ORD-0226705,R-0529,2026-02-06,28.69,app,pickup,completed,2026-02-01,1,28.69
ORD-0108087,R-0245,2026-02-06,10.71,web,delivery,completed,2026-02-01,1,10.71
ORD-0014901,R-0024,2026-02-06,26.1,web,delivery,completed,2026-02-01,1,26.1
ORD-0182969,R-0424,2026-02-06,22.69,app,pickup,completed,2026-02-01,1,22.69
ORD-0211294,R-0486,2026-02-06,11.82,web,pickup,completed,2026-02-01,1,11.82
ORD-0108088,R-0245,2026-02-06,19.22,app,pickup,completed,2026-02-01,1,19.22
ORD-0211290,R-0486,2026-02-06,15.74,app,pickup,completed,2026-02-01,1,15.74
ORD-0067702,R-0162,2026-02-06,27.31,web,delivery,completed,2026-02-01,1,27.31
ORD-0067698,R-0162,2026-02-06,23.66,web,delivery,completed,2026-02-01,1,23.66
ORD-0108091,R-0245,2026-02-06,22.42,web,delivery,completed,2026-02-01,1,22.42
ORD-0053344,R-0126,2026-02-06,31.0,web,pickup,completed,2026-02-01,1,31.0
ORD-0067695,R-0162,2026-02-06,23.1,web,delivery,completed,2026-02-01,1,23.1
ORD-0067691,R-0162,2026-02-06,36.67,app,delivery,completed,2026-02-01,1,36.67
ORD-0133412,R-0328,2026-02-06,66.57,web,delivery,completed,2026-02-01,1,66.57
ORD-0200187,R-0451,2026-02-06,27.03,app,pickup,completed,2026-02-01,1,27.03
ORD-0163159,R-0379,2026-02-06,26.08,web,delivery,cancelled,2026-02-01,0,0.0
ORD-0155981,R-0367,2026-02-06,49.27,web,delivery,completed,2026-02-01,1,49.27
ORD-0036779,R-0081,2026-02-06,51.46,app,delivery,completed,2026-02-01,1,51.46
ORD-0022769,R-0045,2026-02-06,31.53,web,delivery,completed,2026-02-01,1,31.53
ORD-0131136,R-0323,2026-02-06,25.15,app,delivery,completed,2026-02-01,1,25.15
ORD-0001402,R-0005,2026-02-06,37.79,web,delivery,completed,2026-02-01,1,37.79
ORD-0179928,R-0421,2026-02-06,32.43,web,delivery,completed,2026-02-01,1,32.43
ORD-0094168,R-0212,2026-02-06,55.85,app,pickup,completed,2026-02-01,1,55.85
ORD-0131142,R-0323,2026-02-06,28.78,web,delivery,completed,2026-02-01,1,28.78
ORD-0070283,R-0164,2026-02-06,16.38,web,pickup,completed,2026-02-01,1,16.38
ORD-0214344,R-0492,2026-02-06,39.56,web,pickup,completed,2026-02-01,1,39.56
ORD-0131149,R-0323,2026-02-06,35.72,web,delivery,completed,2026-02-01,1,35.72
ORD-0162008,R-0376,2026-02-06,28.09,app,pickup,completed,2026-02-01,1,28.09
ORD-0213988,R-0491,2026-02-06,27.79,app,pickup,completed,2026-02-01,1,27.79
ORD-0070275,R-0164,2026-02-06,11.95,app,pickup,completed,2026-02-01,1,11.95
ORD-0215504,R-0497,2026-02-06,27.07,web,delivery,completed,2026-02-01,1,27.07
ORD-0116550,R-0277,2026-02-06,51.9,web,delivery,completed,2026-02-01,1,51.9
ORD-0087329,R-0200,2026-02-06,38.01,app,delivery,completed,2026-02-01,1,38.01
ORD-0065599,R-0161,2026-02-06,70.64,web,pickup,completed,2026-02-01,1,70.64
ORD-0116551,R-0277,2026-02-06,10.94,web,delivery,completed,2026-02-01,1,10.94
ORD-0167531,R-0389,2026-02-06,22.19,web,pickup,completed,2026-02-01,1,22.19
ORD-0235999,R-0547,2026-02-06,19.19,app,delivery,completed,2026-02-01,1,19.19
ORD-0053388,R-0126,2026-02-06,14.92,web,delivery,cancelled,2026-02-01,0,0.0
ORD-0213978,R-0491,2026-02-06,18.83,app,delivery,completed,2026-02-01,1,18.83
ORD-0056495,R-0135,2026-02-06,36.14,app,pickup,completed,2026-02-01,1,36.14
ORD-0248901,R-0581,2026-02-06,61.26,web,delivery,completed,2026-02-01,1,61.26
ORD-0139312,R-0340,2026-02-06,39.73,app,pickup,completed,2026-02-01,1,39.73
ORD-0070254,R-0164,2026-02-06,27.24,app,delivery,completed,2026-02-01,1,27.24
ORD-0162011,R-0376,2026-02-06,91.02,web,delivery,completed,2026-02-01,1,91.02
ORD-0179917,R-0421,2026-02-06,16.41,app,pickup,completed,2026-02-01,1,16.41
ORD-0088270,R-0202,2026-02-06,22.54,app,pickup,completed,2026-02-01,1,22.54
ORD-0081742,R-0187,2026-02-06,27.9,app,delivery,completed,2026-02-01,1,27.9
ORD-0147709,R-0355,2026-02-06,48.19,web,pickup,completed,2026-02-01,1,48.19
ORD-0001399,R-0005,2026-02-06,18.48,web,delivery,completed,2026-02-01,1,18.48
ORD-0106486,R-0239,2026-02-06,33.93,app,delivery,completed,2026-02-01,1,33.93
ORD-0099605,R-0223,2026-02-06,28.93,web,pickup,completed,2026-02-01,1,28.93
ORD-0173295,R-0404,2026-02-06,25.07,app,pickup,completed,2026-02-01,1,25.07
ORD-0197212,R-0447,2026-02-06,22.42,app,delivery,completed,2026-02-01,1,22.42
ORD-0053404,R-0126,2026-02-06,57.16,web,delivery,completed,2026-02-01,1,57.16
ORD-0034413,R-0074,2026-02-06,24.44,app,pickup,completed,2026-02-01,1,24.44
ORD-0147706,R-0355,2026-02-06,41.35,web,delivery,completed,2026-02-01,1,41.35
ORD-0055891,R-0132,2026-02-06,15.81,web,delivery,completed,2026-02-01,1,15.81
ORD-0159133,R-0372,2026-02-06,25.22,app,delivery,completed,2026-02-01,1,25.22
ORD-0215550,R-0497,2026-02-06,17.86,web,delivery,completed,2026-02-01,1,17.86
ORD-0005278,R-0009,2026-02-06,31.12,app,delivery,completed,2026-02-01,1,31.12
ORD-0233943,R-0541,2026-02-06,25.1,web,pickup,completed,2026-02-01,1,25.1
ORD-0022791,R-0045,2026-02-06,105.24,app,delivery,completed,2026-02-01,1,105.24
ORD-0018938,R-0032,2026-02-06,29.1,web,delivery,completed,2026-02-01,1,29.1
ORD-0131127,R-0323,2026-02-06,25.12,web,pickup,completed,2026-02-01,1,25.12
ORD-0081738,R-0187,2026-02-06,18.46,app,delivery,completed,2026-02-01,1,18.46
ORD-0147703,R-0355,2026-02-06,35.74,web,delivery,completed,2026-02-01,1,35.74
ORD-0209384,R-0476,2026-02-06,30.23,web,pickup,completed,2026-02-01,1,30.23
ORD-0230060,R-0536,2026-02-06,29.22,app,delivery,completed,2026-02-01,1,29.22
ORD-0147380,R-0354,2026-02-06,22.29,web,delivery,completed,2026-02-01,1,22.29
ORD-0116546,R-0277,2026-02-06,14.51,app,delivery,completed,2026-02-01,1,14.51
ORD-0197208,R-0447,2026-02-06,22.5,app,delivery,completed,2026-02-01,1,22.5
ORD-0245375,R-0568,2026-02-06,54.24,app,delivery,completed,2026-02-01,1,54.24
ORD-0036298,R-0080,2026-02-06,41.91,app,delivery,completed,2026-02-01,1,41.91
ORD-0156033,R-0367,2026-02-06,54.32,app,delivery,completed,2026-02-01,1,54.32
ORD-0070256,R-0164,2026-02-06,15.67,app,delivery,completed,2026-02-01,1,15.67
ORD-0213955,R-0491,2026-02-06,30.04,app,delivery,completed,2026-02-01,1,30.04
ORD-0213972,R-0491,2026-02-06,30.76,web,pickup,completed,2026-02-01,1,30.76
ORD-0146886,R-0353,2026-02-06,18.25,app,pickup,completed,2026-02-01,1,18.25
ORD-0146885,R-0353,2026-02-06,12.36,app,pickup,refunded,2026-02-01,0,0.0
ORD-0036747,R-0081,2026-02-06,54.66,web,delivery,completed,2026-02-01,1,54.66
ORD-0001466,R-0005,2026-02-06,12.7,app,delivery,completed,2026-02-01,1,12.7
ORD-0001600,R-0005,2026-02-06,19.15,web,delivery,cancelled,2026-02-01,0,0.0
ORD-0022775,R-0045,2026-02-06,71.46,web,delivery,completed,2026-02-01,1,71.46
ORD-0247085,R-0577,2026-02-06,27.32,app,pickup,completed,2026-02-01,1,27.32
ORD-0070210,R-0164,2026-02-06,18.27,app,pickup,completed,2026-02-01,1,18.27
ORD-0146880,R-0353,2026-02-06,27.65,app,pickup,completed,2026-02-01,1,27.65
ORD-0170671,R-0398,2026-02-06,9.58,web,delivery,completed,2026-02-01,1,9.58
ORD-0122358,R-0298,2026-02-06,28.59,app,delivery,completed,2026-02-01,1,28.59
ORD-0183071,R-0424,2026-02-06,27.92,app,delivery,completed,2026-02-01,1,27.92
ORD-0093906,R-0211,2026-02-06,18.64,web,pickup,completed,2026-02-01,1,18.64
ORD-0146871,R-0353,2026-02-06,12.3,app,delivery,completed,2026-02-01,1,12.3
ORD-0036767,R-0081,2026-02-06,85.96,web,delivery,completed,2026-02-01,1,85.96
ORD-0004404,R-0006,2026-02-06,42.17,app,delivery,completed,2026-02-01,1,42.17
ORD-0041293,R-0098,2026-02-06,14.85,web,pickup,completed,2026-02-01,1,14.85
ORD-0163106,R-0379,2026-02-06,23.13,app,delivery,completed,2026-02-01,1,23.13
ORD-0235986,R-0547,2026-02-06,14.46,app,pickup,completed,2026-02-01,1,14.46
ORD-0141791,R-0348,2026-02-06,60.91,web,pickup,completed,2026-02-01,1,60.91
ORD-0235928,R-0547,2026-02-06,15.42,app,delivery,completed,2026-02-01,1,15.42
ORD-0036773,R-0081,2026-02-06,69.75,web,delivery,completed,2026-02-01,1,69.75
ORD-0108044,R-0245,2026-02-06,15.11,web,delivery,refunded,2026-02-01,0,0.0
ORD-0153557,R-0364,2026-02-06,28.27,app,pickup,completed,2026-02-01,1,28.27
ORD-0170682,R-0398,2026-02-06,22.13,app,delivery,completed,2026-02-01,1,22.13
ORD-0166785,R-0388,2026-02-06,32.93,app,delivery,completed,2026-02-01,1,32.93
ORD-0182843,R-0424,2026-02-06,23.49,app,delivery,completed,2026-02-01,1,23.49
ORD-0036306,R-0080,2026-02-06,34.87,web,delivery,completed,2026-02-01,1,34.87
ORD-0007365,R-0010,2026-02-06,37.19,app,pickup,refunded,2026-02-01,0,0.0
ORD-0117604,R-0281,2026-02-06,40.83,app,pickup,completed,2026-02-01,1,40.83
ORD-0213958,R-0491,2026-02-06,20.5,app,pickup,completed,2026-02-01,1,20.5
ORD-0182839,R-0424,2026-02-06,28.48,app,pickup,completed,2026-02-01,1,28.48
ORD-0070240,R-0164,2026-02-06,14.99,app,pickup,completed,2026-02-01,1,14.99
ORD-0103250,R-0232,2026-02-06,20.13,web,pickup,completed,2026-02-01,1,20.13
ORD-0070247,R-0164,2026-02-06,27.87,web,delivery,completed,2026-02-01,1,27.87
ORD-0053312,R-0126,2026-02-06,12.4,web,delivery,completed,2026-02-01,1,12.4
ORD-0213960,R-0491,2026-02-06,27.63,app,pickup,completed,2026-02-01,1,27.63
ORD-0041755,R-0099,2026-02-06,55.54,web,pickup,completed,2026-02-01,1,55.54
ORD-0107121,R-0242,2026-02-06,16.29,app,delivery,completed,2026-02-01,1,16.29
ORD-0001408,R-0005,2026-02-06,21.09,web,delivery,completed,2026-02-01,1,21.09
ORD-0022778,R-0045,2026-02-06,50.59,web,pickup,completed,2026-02-01,1,50.59
ORD-0022586,R-0044,2026-02-06,21.95,app,delivery,completed,2026-02-01,1,21.95
ORD-0065623,R-0161,2026-02-06,72.18,web,pickup,completed,2026-02-01,1,72.18
ORD-0182833,R-0424,2026-02-06,57.76,web,delivery,completed,2026-02-01,1,57.76
ORD-0183097,R-0424,2026-02-06,29.24,app,delivery,completed,2026-02-01,1,29.24
ORD-0197148,R-0447,2026-02-07,23.66,app,pickup,completed,2026-02-01,1,23.66
ORD-0057096,R-0136,2026-02-07,54.38,app,pickup,completed,2026-02-01,1,54.38
ORD-0167578,R-0389,2026-02-07,37.79,app,pickup,completed,2026-02-01,1,37.79
ORD-0167553,R-0389,2026-02-07,42.52,web,pickup,completed,2026-02-01,1,42.52
ORD-0155947,R-0367,2026-02-07,35.79,web,pickup,completed,2026-02-01,1,35.79
ORD-0018906,R-0032,2026-02-07,66.56,app,delivery,completed,2026-02-01,1,66.56
ORD-0197140,R-0447,2026-02-07,11.99,web,pickup,completed,2026-02-01,1,11.99
ORD-0058161,R-0141,2026-02-07,13.93,app,delivery,completed,2026-02-01,1,13.93
ORD-0018870,R-0032,2026-02-07,33.23,app,delivery,completed,2026-02-01,1,33.23
ORD-0053524,R-0126,2026-02-07,46.63,web,delivery,completed,2026-02-01,1,46.63
ORD-0141835,R-0348,2026-02-07,63.42,app,pickup,completed,2026-02-01,1,63.42
ORD-0115639,R-0276,2026-02-07,14.89,app,pickup,completed,2026-02-01,1,14.89
ORD-0057099,R-0136,2026-02-07,29.72,app,delivery,completed,2026-02-01,1,29.72
ORD-0058168,R-0141,2026-02-07,38.45,web,pickup,completed,2026-02-01,1,38.45
ORD-0100054,R-0224,2026-02-07,76.23,web,pickup,completed,2026-02-01,1,76.23
ORD-0087364,R-0200,2026-02-07,19.12,app,pickup,completed,2026-02-01,1,19.12
ORD-0167544,R-0389,2026-02-07,19.27,app,pickup,completed,2026-02-01,1,19.27
ORD-0141787,R-0348,2026-02-07,30.19,web,delivery,cancelled,2026-02-01,0,0.0
ORD-0018853,R-0032,2026-02-07,29.78,web,pickup,completed,2026-02-01,1,29.78
ORD-0007247,R-0010,2026-02-07,36.25,web,delivery,completed,2026-02-01,1,36.25
ORD-0001611,R-0005,2026-02-07,17.19,web,delivery,completed,2026-02-01,1,17.19
ORD-0141755,R-0348,2026-02-07,24.59,web,delivery,completed,2026-02-01,1,24.59
ORD-0056498,R-0135,2026-02-07,30.34,app,delivery,completed,2026-02-01,1,30.34
ORD-0167514,R-0389,2026-02-07,16.73,web,pickup,completed,2026-02-01,1,16.73
ORD-0197238,R-0447,2026-02-07,41.09,app,delivery,completed,2026-02-01,1,41.09
ORD-0197235,R-0447,2026-02-07,23.73,web,delivery,completed,2026-02-01,1,23.73
ORD-0058124,R-0141,2026-02-07,17.1,app,delivery,completed,2026-02-01,1,17.1
ORD-0231649,R-0538,2026-02-07,18.15,app,delivery,completed,2026-02-01,1,18.15
ORD-0194691,R-0446,2026-02-07,50.74,app,pickup,completed,2026-02-01,1,50.74
ORD-0001594,R-0005,2026-02-07,15.77,web,delivery,completed,2026-02-01,1,15.77
ORD-0167518,R-0389,2026-02-07,22.44,web,pickup,completed,2026-02-01,1,22.44
ORD-0113434,R-0263,2026-02-07,20.78,app,delivery,completed,2026-02-01,1,20.78
ORD-0197200,R-0447,2026-02-07,19.54,web,delivery,completed,2026-02-01,1,19.54
ORD-0100086,R-0224,2026-02-07,55.73,web,pickup,completed,2026-02-01,1,55.73
ORD-0056493,R-0135,2026-02-07,34.8,web,delivery,completed,2026-02-01,1,34.8
ORD-0087338,R-0200,2026-02-07,38.3,app,delivery,completed,2026-02-01,1,38.3
ORD-0243749,R-0566,2026-02-07,16.52,app,delivery,completed,2026-02-01,1,16.52
ORD-0113445,R-0263,2026-02-07,20.44,app,delivery,completed,2026-02-01,1,20.44
ORD-0141765,R-0348,2026-02-07,45.41,app,pickup,completed,2026-02-01,1,45.41
ORD-0055878,R-0132,2026-02-07,27.92,app,pickup,completed,2026-02-01,1,27.92
ORD-0231607,R-0538,2026-02-07,45.56,web,delivery,completed,2026-02-01,1,45.56
ORD-0113444,R-0263,2026-02-07,30.34,app,delivery,completed,2026-02-01,1,30.34
ORD-0194680,R-0446,2026-02-07,50.67,web,pickup,completed,2026-02-01,1,50.67
ORD-0055882,R-0132,2026-02-07,21.84,web,pickup,completed,2026-02-01,1,21.84
ORD-0197210,R-0447,2026-02-07,13.33,web,delivery,completed,2026-02-01,1,13.33
ORD-0167535,R-0389,2026-02-07,31.15,web,pickup,completed,2026-02-01,1,31.15
ORD-0018897,R-0032,2026-02-07,35.13,app,delivery,completed,2026-02-01,1,35.13
ORD-0087349,R-0200,2026-02-07,38.26,web,pickup,completed,2026-02-01,1,38.26
ORD-0115253,R-0274,2026-02-07,30.15,app,delivery,completed,2026-02-01,1,30.15
ORD-0018902,R-0032,2026-02-07,23.67,app,delivery,completed,2026-02-01,1,23.67
ORD-0167507,R-0389,2026-02-07,24.72,web,pickup,completed,2026-02-01,1,24.72
ORD-0058154,R-0141,2026-02-07,17.13,web,delivery,completed,2026-02-01,1,17.13
ORD-0018874,R-0032,2026-02-07,31.55,web,delivery,completed,2026-02-01,1,31.55
ORD-0194643,R-0446,2026-02-07,35.83,app,delivery,completed,2026-02-01,1,35.83
ORD-0197288,R-0447,2026-02-07,12.22,web,delivery,completed,2026-02-01,1,12.22
ORD-0197137,R-0447,2026-02-07,23.96,web,delivery,completed,2026-02-01,1,23.96
ORD-0087293,R-0200,2026-02-07,30.73,web,pickup,completed,2026-02-01,1,30.73
ORD-0057327,R-0140,2026-02-07,66.95,app,pickup,completed,2026-02-01,1,66.95
ORD-0141806,R-0348,2026-02-07,71.98,app,delivery,completed,2026-02-01,1,71.98
